	Pathway	Name	Parent	Category1	Category2	Category3	Category4	Category5	Category6	Category7
2.1.1.50	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
2.1.1.50	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
2.1.1.50	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
2.4.1.323	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
2.4.1.323	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
2.4.1.323	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
4.1.1.28	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
4.1.1.28	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
4.1.1.28	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
4.3.3.2	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
4.3.3.2	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
4.3.3.2	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.14.13.74	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
1.14.13.74	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.14.13.74	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.3.3.9	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
1.3.3.9	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.3.3.9	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
2.1.1.-	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
2.1.1.-	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
2.1.1.-	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.1.1.324	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
1.1.1.324	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.1.1.324	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.14.13.-	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
1.14.13.-	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
1.14.13.-	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
3.1.7.11	PWY-5290	secologanin and strictosidine biosynthesis	INDOLE-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis	Indole Alkaloids Biosynthesis
3.1.7.11	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
3.1.7.11	PWY-5290	secologanin and strictosidine biosynthesis	TERPENOID-ALKALOIDS	Biosynthesis	Secondary Metabolites Biosynthesis	Nitrogen-Containing Secondary Compounds Biosynthesis	Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis	Terpenoid Alkaloids Biosynthesis
4.4.1.4	PWY-6900	(Z)-butanethial-S-oxide biosynthesis	S-CONTAINING-SECONDARY-CMPD-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis
5.3.99.M1	PWY-6900	(Z)-butanethial-S-oxide biosynthesis	S-CONTAINING-SECONDARY-CMPD-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis	Sulfur-Containing Secondary Compounds Biosynthesis
2.3.1.-	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.3.1.-	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.4.2.51	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.4.1.-	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.4.1.-	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.3.1.-	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.4.1.115	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.3.1.-	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.4.2.-	PWY-7450	anthocyanidin modification (Arabidopsis)	ANTHOCYANIN-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Phenylpropanoid Derivatives Biosynthesis	Flavonoids Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis	Anthocyanins Biosynthesis
2.2.1.-	PWY-7548	methylthiolincosamide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
3.1.3.-	PWY-7548	methylthiolincosamide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
5.3.1.-	PWY-7548	methylthiolincosamide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
2.7.7.-	PWY-7548	methylthiolincosamide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
2.2.1.-	PWY-7548	methylthiolincosamide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
2.7.1.-	PWY-7548	methylthiolincosamide biosynthesis	SECONDARY-METABOLITE-BIOSYNTHESIS	Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis	Secondary Metabolites Biosynthesis
1.1.1.-	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
6.4.1.7	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
4.2.1.2	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
4.1.3.34	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
6.2.1.5	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
1.3.5.4	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
1.1.1.37	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
6.2.1.18	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
1.2.7.3	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
1.2.7.1	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles	Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	CO<sub>2</sub> Fixation	Autotrophic CO<sub>2</sub> Fixation	Reductive TCA Cycles	Reductive TCA Cycles	Reductive TCA Cycles
4.2.2.3	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
4.2.2.3	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
2.7.1.45	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
2.7.1.45	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
2.7.1.45	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
2.7.1.45	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
4.2.2.11	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
4.2.2.11	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
1.1.1.126	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
1.1.1.126	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
4.2.2.26	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Carbohydrates Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
4.2.2.26	PWY-6986	alginate degradation	POLYSACCHARIDES-DEG	Degradation/Utilization/Assimilation	Polymeric Compounds Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation	Polysaccharides Degradation
1.1.1.-	PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)	Betaine-Biosynthesis	Biosynthesis	Amines and Polyamines Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis
1.2.1.8	PWY-3722	glycine betaine biosynthesis II (Gram-positive bacteria)	Betaine-Biosynthesis	Biosynthesis	Amines and Polyamines Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis	Betaine Biosynthesis
1.14.99.-	PWY-6286	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-6286	spheroidene and spheroidenone biosynthesis	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.15.9	PWY-6286	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.15.9	PWY-6286	spheroidene and spheroidenone biosynthesis	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
1.14.99.-	PWY-6286	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
1.14.99.-	PWY-6286	spheroidene and spheroidenone biosynthesis	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
2.1.1.-	PWY-6286	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis	Tetraterpenoids Biosynthesis
2.1.1.-	PWY-6286	spheroidene and spheroidenone biosynthesis	CAROTENOID-SYN	Biosynthesis	Secondary Metabolites Biosynthesis	Terpenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis	Carotenoids Biosynthesis
